Wall time,Step,Value
1632341570.482861,0,0.9938526153564453
1632341571.452953,0,0.9199361205101013
1632341571.712448,0,0.7959529757499695
1632341571.969314,0,0.7667426466941833
1632341572.226692,0,0.7004803419113159
1632341572.4871,0,0.7122546434402466
1632341572.746038,0,0.7047799825668335
1632341573.007752,0,0.6412345767021179
1632341573.26528,0,0.6135469675064087
1632341573.521357,0,0.6207428574562073
1632341573.782201,0,0.528468132019043
1632341574.039611,0,0.581514298915863
1632341574.296718,0,0.5261592268943787
1632341574.552946,0,0.4857358932495117
1632341574.809399,0,0.46479591727256775
1632341575.065518,0,0.5929043292999268
1632341575.32291,0,0.5903211832046509
1632341575.580235,0,0.5692280530929565
1632341575.83727,0,0.4566279947757721
1632341576.092183,0,0.43057361245155334
1632341576.351468,0,0.47376033663749695
1632341576.607772,0,0.4134337604045868
1632341576.866686,0,0.41162389516830444
1632341577.123751,0,0.45103055238723755
1632341577.679031,0,0.4306771159172058
1632341577.938324,0,0.38106605410575867
1632341578.19284,0,0.35280144214630127
1632341578.448304,0,0.36195045709609985
1632341578.705935,0,0.4050871729850769
1632341578.962871,0,0.35023343563079834
1632341579.222899,0,0.32974791526794434
1632341579.479369,0,0.37732723355293274
1632341579.736309,0,0.374758243560791
1632341579.995568,0,0.35505327582359314
1632341580.25221,0,0.28207850456237793
1632341580.509256,0,0.2799678444862366
1632341580.766946,0,0.2856001555919647
1632341581.022743,0,0.37007278203964233
1632341581.278401,0,0.5252740383148193
1632341581.533751,0,0.31453588604927063
1632341581.794262,0,0.2525433301925659
1632341582.051302,0,0.329456627368927
1632341582.307621,0,0.29446637630462646
1632341582.564829,0,0.3437398076057434
1632341582.822132,0,0.28422799706459045
1632341583.079269,0,0.2512463331222534
1632341583.334328,0,0.2259853333234787
1632341583.59143,0,0.371762216091156
1632341584.131397,0,0.3141951560974121
1632341584.388739,0,0.21191716194152832
1632341584.648576,0,0.23364844918251038
1632341584.904871,0,0.2897477149963379
1632341585.160471,0,0.21822547912597656
1632341585.41836,0,0.33999091386795044
1632341585.673123,0,0.2413492202758789
1632341585.931001,0,0.20845213532447815
1632341586.189257,0,0.25472500920295715
1632341586.44473,0,0.20072528719902039
1632341586.701524,0,0.48355114459991455
1632341586.958721,0,0.25151872634887695
1632341587.219761,0,0.24664995074272156
1632341587.476163,0,0.20791110396385193
1632341587.731619,0,0.25848549604415894
1632341587.988015,0,0.228374645113945
1632341588.242636,0,0.22566452622413635
1632341588.499821,0,0.19092562794685364
1632341588.756749,0,0.17576615512371063
1632341589.011747,0,0.20204859972000122
1632341589.268501,0,0.16262578964233398
