Wall time,Step,Value
1632341570.482798,0,100.9801025390625
1632341571.452943,0,95.23006439208984
1632341571.712437,0,80.73233032226562
1632341571.969305,0,77.74087524414062
1632341572.226683,0,71.1927719116211
1632341572.487087,0,72.64007568359375
1632341572.746028,0,71.36368560791016
1632341573.007688,0,64.97187042236328
1632341573.265272,0,62.091827392578125
1632341573.521349,0,62.87455749511719
1632341573.782191,0,53.68739318847656
1632341574.039602,0,58.99083709716797
1632341574.296708,0,53.41115188598633
1632341574.552938,0,49.3548469543457
1632341574.80939,0,47.22966384887695
1632341575.06551,0,60.126739501953125
1632341575.322901,0,59.913516998291016
1632341575.580226,0,57.77646255493164
1632341575.837262,0,46.61602020263672
1632341576.092174,0,43.85820770263672
1632341576.351422,0,48.17970657348633
1632341576.607764,0,42.13694763183594
1632341576.866678,0,41.9611701965332
1632341577.123742,0,45.90161895751953
1632341577.679021,0,43.86801528930664
1632341577.938306,0,38.91011428833008
1632341578.19283,0,36.08280563354492
1632341578.448295,0,37.011199951171875
1632341578.705924,0,41.351905822753906
1632341578.962862,0,35.99919128417969
1632341579.22289,0,33.80072784423828
1632341579.47936,0,38.611846923828125
1632341579.736298,0,38.36785125732422
1632341579.99556,0,36.356346130371094
1632341580.252201,0,29.079830169677734
1632341580.509247,0,28.85853385925293
1632341580.766936,0,29.411849975585938
1632341581.022734,0,37.855621337890625
1632341581.278391,0,53.33640670776367
1632341581.533714,0,32.259090423583984
1632341581.794252,0,26.15968132019043
1632341582.051293,0,33.73320007324219
1632341582.307612,0,30.393901824951172
1632341582.564819,0,35.196144104003906
1632341582.822123,0,29.188291549682617
1632341583.079261,0,26.11866569519043
1632341583.33432,0,23.476329803466797
1632341583.59141,0,37.989356994628906
1632341584.131388,0,32.28030014038086
1632341584.38873,0,22.1392765045166
1632341584.648567,0,24.202064514160156
1632341584.904862,0,29.788223266601562
1632341585.160463,0,22.690343856811523
1632341585.418342,0,34.841529846191406
1632341585.673115,0,24.920318603515625
1632341585.930992,0,21.92190933227539
1632341586.189249,0,26.55927085876465
1632341586.444721,0,20.981201171875
1632341586.701514,0,49.16191482543945
1632341586.958703,0,25.942678451538086
1632341587.219752,0,25.492023468017578
1632341587.476155,0,21.578889846801758
1632341587.731609,0,26.655872344970703
1632341587.988006,0,23.727449417114258
1632341588.242627,0,23.396015167236328
1632341588.499812,0,19.841962814331055
1632341588.756738,0,18.285858154296875
1632341589.011738,0,20.995189666748047
1632341589.268493,0,17.12436294555664
1632341589.525232,0,22.188913345336914
1632341589.786787,0,18.241043090820312
1632341590.04321,0,21.001312255859375
1632341590.57645,0,17.5706844329834
1632341590.835121,0,20.497760772705078
1632341591.091936,0,18.2305965423584
1632341591.351469,0,16.47633171081543
1632341591.608054,0,19.36109733581543
1632341591.868685,0,15.798456192016602
1632341592.124325,0,13.45175838470459
1632341592.381081,0,25.936691284179688
1632341592.63921,0,16.929059982299805
1632341592.894527,0,23.264719009399414
1632341593.150208,0,16.185222625732422
1632341593.405216,0,19.575275421142578
1632341593.660938,0,14.425634384155273
1632341593.917123,0,27.821083068847656
1632341594.174128,0,23.898632049560547
1632341594.430754,0,16.499839782714844
1632341594.689147,0,15.232767105102539
1632341594.945203,0,14.189462661743164
1632341595.204259,0,26.19586753845215
1632341595.460706,0,15.890142440795898
1632341595.71742,0,15.667465209960938
1632341595.974101,0,16.624292373657227
1632341596.23202,0,15.94726276397705
1632341596.488942,0,54.901634216308594
1632341597.029161,0,16.8282413482666
1632341597.287362,0,12.336797714233398
1632341597.544925,0,17.676959991455078
1632341597.806534,0,17.432403564453125
1632341598.352277,1,19.590620040893555
1632341598.609569,1,43.184852600097656
1632341598.867263,1,23.627927780151367
1632341599.12366,1,20.464496612548828
1632341599.380449,1,16.256938934326172
1632341599.636784,1,16.05430793762207
1632341599.893948,1,13.202668190002441
1632341600.149963,1,16.124956130981445
1632341600.406563,1,26.476274490356445
1632341600.662892,1,20.691543579101562
1632341600.920074,1,15.007299423217773
1632341601.176203,1,16.211950302124023
1632341601.433697,1,12.05396556854248
1632341601.689893,1,23.152645111083984
1632341601.946083,1,12.970065116882324
1632341602.200965,1,12.416901588439941
1632341602.454895,1,13.151968955993652
1632341602.710663,1,12.759038925170898
1632341602.964218,1,13.891549110412598
1632341603.220592,1,13.838241577148438
1632341603.766034,1,17.225543975830078
1632341604.021057,1,11.475168228149414
1632341604.277971,1,15.287442207336426
1632341604.534636,1,14.661593437194824
1632341604.793428,1,11.083942413330078
1632341605.049969,1,13.55634593963623
1632341605.305158,1,19.032108306884766
1632341605.561641,1,15.86512565612793
1632341605.81855,1,13.522156715393066
1632341606.074839,1,11.642658233642578
1632341606.336291,1,9.025001525878906
1632341606.591904,1,9.433794021606445
1632341606.848949,1,13.453368186950684
1632341607.105243,1,12.120453834533691
1632341607.360654,1,14.285835266113281
1632341607.61739,1,14.177888870239258
1632341607.872586,1,43.00392532348633
1632341608.129131,1,19.75838851928711
1632341608.387875,1,20.681901931762695
1632341608.645837,1,17.60327911376953
1632341608.904292,1,13.97936725616455
1632341609.160152,1,14.159255027770996
1632341609.413216,1,12.952227592468262
1632341609.669691,1,10.603248596191406
1632341610.202023,1,25.267934799194336
1632341610.45839,1,11.358080863952637
1632341610.715859,1,18.914138793945312
1632341610.973604,1,12.686970710754395
1632341611.230194,1,11.007003784179688
1632341611.486831,1,10.566898345947266
1632341611.743196,1,10.442399978637695
1632341611.999395,1,10.945695877075195
1632341612.255825,1,15.461528778076172
1632341612.510643,1,13.88014030456543
1632341612.765741,1,15.543066024780273
1632341613.022328,1,11.586180686950684
1632341613.278856,1,10.635249137878418
1632341613.535002,1,15.79130744934082
1632341613.793643,1,23.658714294433594
1632341614.049494,1,8.844709396362305
1632341614.30612,1,9.591170310974121
1632341614.561229,1,13.376031875610352
1632341614.816382,1,9.95343017578125
1632341615.072687,1,12.570873260498047
1632341615.328433,1,13.96077823638916
1632341615.584989,1,9.064064979553223
1632341615.842409,1,12.12840461730957
1632341616.098352,1,35.882694244384766
1632341616.625704,1,12.369311332702637
1632341616.881266,1,11.83364486694336
1632341617.140301,1,9.474321365356445
1632341617.395704,1,7.884859085083008
1632341617.652691,1,11.331284523010254
1632341617.908315,1,9.733441352844238
1632341618.163457,1,34.47265625
1632341618.419916,1,9.841923713684082
1632341618.674793,1,12.9705810546875
1632341618.930307,1,13.802645683288574
1632341619.186469,1,12.285188674926758
1632341619.442589,1,10.445362091064453
1632341619.701537,1,8.531344413757324
1632341619.957785,1,8.168238639831543
1632341620.213545,1,10.24337100982666
1632341620.470925,1,10.749367713928223
1632341620.726936,1,12.600914001464844
1632341620.981035,1,11.182761192321777
1632341621.2367,1,9.545759201049805
1632341621.491483,1,10.499872207641602
1632341621.748349,1,8.859357833862305
1632341622.003804,1,20.69978141784668
1632341622.263655,1,16.22347640991211
1632341622.523979,1,20.37959861755371
1632341623.065617,1,9.586589813232422
1632341623.321382,1,12.034388542175293
1632341623.57488,1,9.533295631408691
1632341623.832532,1,12.990890502929688
1632341624.088882,1,7.621469020843506
1632341624.348176,1,11.677093505859375
1632341624.622142,1,15.525012969970703
1632341624.889594,1,12.050021171569824
1632341625.476669,2,7.1369428634643555
1632341625.750087,2,27.224563598632812
1632341626.036343,2,9.318744659423828
1632341626.324077,2,16.48961067199707
1632341626.597785,2,9.639781951904297
1632341626.897173,2,9.672897338867188
1632341627.195655,2,15.101242065429688
1632341627.497858,2,9.887664794921875
1632341627.776551,2,8.209531784057617
1632341628.060913,2,10.77816390991211
1632341628.360991,2,12.066967010498047
1632341628.660601,2,12.46618366241455
1632341628.960484,2,8.665804862976074
1632341629.263145,2,8.434059143066406
1632341629.555376,2,7.825414180755615
1632341629.844342,2,8.638087272644043
1632341630.486783,2,12.593596458435059
1632341630.78662,2,9.474071502685547
1632341631.085589,2,7.023116111755371
1632341631.384328,2,12.352086067199707
1632341631.682219,2,9.743871688842773
1632341631.952223,2,7.284350395202637
1632341632.247753,2,11.311333656311035
1632341632.552192,2,15.376964569091797
1632341632.843747,2,11.645638465881348
1632341633.111898,2,8.864572525024414
1632341633.40619,2,9.798175811767578
1632341633.681668,2,6.901386737823486
1632341633.971034,2,7.183626651763916
1632341634.263011,2,8.591011047363281
1632341634.548372,2,7.410560131072998
1632341634.848067,2,9.921791076660156
1632341635.15011,2,12.996359825134277
1632341635.465559,2,9.02048397064209
1632341635.781627,2,8.33930778503418
1632341636.072849,2,7.190301895141602
1632341636.352642,2,24.141935348510742
1632341636.623619,2,7.967650890350342
1632341636.899114,2,9.5656156539917
1632341637.163319,2,9.407217025756836
1632341637.73208,2,24.205596923828125
