Wall time,Step,Value
1632341570.482876,0,1.594840168952942
1632341571.452967,0,3.236452102661133
1632341571.712452,0,1.1370351314544678
1632341571.969318,0,1.0666112899780273
1632341572.226696,0,1.1447383165359497
1632341572.487116,0,1.414610505104065
1632341572.746042,0,0.8856911063194275
1632341573.007755,0,0.848412811756134
1632341573.265284,0,0.7371300458908081
1632341573.52136,0,0.8002697825431824
1632341573.782204,0,0.8405787348747253
1632341574.039614,0,0.8394075632095337
1632341574.296721,0,0.7952322959899902
1632341574.552949,0,0.7812583446502686
1632341574.809446,0,0.750074028968811
1632341575.065521,0,0.8363072872161865
1632341575.322913,0,0.8813967704772949
1632341575.580238,0,0.8536564111709595
1632341575.837273,0,0.9532203674316406
1632341576.092186,0,0.8008458614349365
1632341576.351497,0,0.8036710023880005
1632341576.607775,0,0.7935709953308105
1632341576.86669,0,0.7987819910049438
1632341577.123754,0,0.7985661029815674
1632341577.679035,0,0.800305187702179
1632341577.938327,0,0.8035102486610413
1632341578.192844,0,0.8026617169380188
1632341578.448307,0,0.8161537051200867
1632341578.705939,0,0.8431893587112427
1632341578.962874,0,0.9758497476577759
1632341579.222902,0,0.8259356021881104
1632341579.479372,0,0.8791254758834839
1632341579.736312,0,0.892026960849762
1632341579.995572,0,0.851016104221344
1632341580.252213,0,0.871979296207428
1632341580.50926,0,0.8617487549781799
1632341580.76695,0,0.8518348336219788
1632341581.022746,0,0.8483425378799438
1632341581.278404,0,0.8090000748634338
1632341581.533764,0,0.8055024743080139
1632341581.794265,0,0.9053486585617065
1632341582.051305,0,0.7875372767448425
1632341582.307624,0,0.9472627639770508
1632341582.564833,0,0.8221614360809326
1632341582.822135,0,0.7654922008514404
1632341583.079272,0,0.9940317273139954
1632341583.334331,0,0.8777965307235718
1632341583.591433,0,0.8131387233734131
1632341584.131401,0,0.860785722732544
1632341584.388742,0,0.9475612640380859
1632341584.648579,0,0.8372190594673157
1632341584.904874,0,0.8134525418281555
1632341585.160474,0,0.8677965998649597
1632341585.418363,0,0.8424370288848877
1632341585.673126,0,0.7853968739509583
1632341585.931005,0,1.0766968727111816
1632341586.189261,0,1.0867688655853271
1632341586.444733,0,0.9086726903915405
1632341586.701528,0,0.8067995309829712
1632341586.958724,0,0.7908063530921936
1632341587.219764,0,0.827028751373291
1632341587.476166,0,0.7877780199050903
1632341587.731623,0,0.8073232769966125
1632341587.988018,0,0.8899834156036377
1632341588.242638,0,0.8295623064041138
1632341588.499824,0,0.7493995428085327
1632341588.756753,0,0.7092410922050476
1632341589.01175,0,0.7903294563293457
1632341589.268504,0,0.8617837429046631
1632341589.525243,0,0.7781023979187012
1632341589.786801,0,0.8649977445602417
1632341590.043223,0,0.8758413791656494
1632341590.576465,0,0.7681937217712402
1632341590.835135,0,1.0035367012023926
1632341591.091948,0,0.6605069041252136
1632341591.351481,0,0.8271375298500061
